frontal_asymmetry,mean_eeg_tp10_post,mean_eeg_tp9_post,lf_hf_baseline,mean_eeg_af8_post,mean_eeg_af7_post,participant_id,label
-0.004154874102914619,0.001697755631266773,-0.05098013561064363,-0.014113244284635585,-0.020550393896064632,0.058827540559741466,P004,0
-0.019369199156426476,0.020389141535815725,0.10798814389208929,0.004667769525076438,0.011853304106398354,0.07477509807786191,P004,1
0.01497546552800486,0.07038026435966457,0.04344946388309836,0.004353980216001219,0.02408431597073104,0.08332195713628607,P004,1
-0.0034067118746861523,-0.044609206863242434,-0.03380674749046193,-0.0054682850093740855,-0.0021744619685250656,-0.10557630876965049,P004,0
-0.060493013395080196,-0.027987889544601786,-0.031078855168198062,-0.008948538499316783,-0.006115373734792229,-0.0711064178955894,P004,0
-0.06352494139127884,-0.05261719613972673,-0.03420831967491722,-0.013473730473742762,-0.00967997702196044,-0.06361255224701381,P004,0
-0.037002223393210444,0.0584063603901086,0.05019007860018974,0.005419279039051617,0.007213819926937504,0.09062478446385284,P004,1
0.11185177444922374,0.09145133793008427,0.05588334169669906,0.006012792665933376,0.0020359935259421035,0.09442880993492508,P004,1
0.1010949395611533,0.027580033048207043,0.06850078767993181,0.0011659416396469168,0.03628018029789928,0.05995994017166595,P004,1
0.10834416106436037,0.006814073517671204,0.06762368351583063,0.0029195431521657155,0.029870943876085222,0.09245807987936132,P004,1
-0.0018990822365594795,-0.052075384692943774,0.01653322256579486,-0.007554954996885499,-0.005611040158100877,0.050245333557950286,P004,0
0.07072349497657342,0.07277184713257157,0.030556528861689004,-0.0003910959882887255,0.011890092690555321,0.08989665070012051,P004,1
0.026889575836594303,0.01075847815918678,-0.032023453943475035,-0.012986854929840775,-0.028262699255310508,-0.0709555606531012,P004,0
-0.08622024628930376,0.036708706582976446,-0.02928535584378551,-0.016823315029796504,0.004745153551266412,-0.04175916781214255,P004,0
-0.02110718340945823,-0.06891156833735294,-0.025856812583288046,-0.023199203297826897,-0.007443708563550899,-0.06096768745583177,P005,0
0.007972522492218559,0.06945239397155092,0.026405009238396816,-0.009799847674457851,0.010583110424249753,-0.026190687413918567,P005,1
-0.020594928090940812,0.008734871900742291,0.013749696538798161,-0.05785143951088685,0.000919587248517928,0.04358633028850818,P005,0
-0.0015878329915722134,0.05580462387133593,-0.005453285557996424,0.007111736415390623,0.02115309112318755,0.06329024333622328,P005,1
-0.04644559033340556,0.030725285932567202,-0.03788831151687191,0.0044788293752390015,-0.007835503351952867,-0.08171305902110362,P005,0
-0.012932152065877745,-0.03066415169269021,-0.0052274930808380304,-0.03862820645899774,-0.002852168213485129,-0.060841486360459385,P005,0
-0.007034225383358716,-0.04077460088428779,0.05173816929222994,-0.028343156006303615,-0.015513113453744154,-0.09579852229217067,P005,0
0.026406627562846553,-0.00028953544660907936,0.08721147468049821,-0.02009319741246145,0.028120724584005073,-0.03743863387726378,P005,1
-0.04738879543347139,-0.05492515015512254,-0.030231138013550662,-0.01266906945629671,0.0028536758204609214,-0.06498318775011284,P005,0
-0.020441390273572325,-0.06176325063102013,-0.020991935056372313,-0.022262862713796495,-0.004910573459528678,-0.08304473712787512,P005,0
0.15835956722648917,0.06323530778763597,0.022827916149481098,0.006364310512526572,0.09569114299656575,0.02026689609697314,P005,1
-0.027608637044431818,-0.041243632500663804,0.006596464600670515,-0.022504680959991676,-0.01983143322468095,-0.10292076375644683,P005,0
0.02499546403041677,0.04480713726934482,0.028000975491613643,-0.03034368827302387,0.025308950411726983,-0.03790977076723721,P005,1
-0.009875812038262665,-0.03738881807548751,-0.02533368029630765,-0.03434447211593579,-0.005260662923683412,-0.06344104381187207,P005,0
-0.01073362702063605,-0.04395901890438836,-0.0196865228831939,-0.034731578186892875,-0.00814887885517237,-0.09592285002072458,P005,0
-0.0021032707094491344,-0.06826825503840155,0.013353881904049559,-0.03308827059345276,-0.004877334024240554,-0.0584717996865038,P005,0
-0.028442290889233845,-0.060924211283781914,-0.020087882947291292,-0.022536166820555082,-0.015630039050392952,-0.09077492106816862,P005,0
