,T1-Shot1,T1-Shot2,T1-Shot3,T1-Shot4,T1-Shot5,T2-Shot1,T3-Shot1,T3-Shot2,T3-Shot3,T3-Shot4,T3-Shot5,T4-Shot1,T4-Shot2,T4-Shot3,T4-Shot4,T4-Shot5,T5-Shot1,T5-Shot2,T5-Shot3,T5-Shot4,T5-Shot5
T3-Shot5,0.29981381509981087,0.3024851624614746,0.2595840971430446,0.23149482193981738,0.2832805313611622,0.3463012071041598,0.378664545420312,0.4728237925907859,0.35337618332391374,0.40179873896094775,0.0,0.3153038618465032,0.3035978102038416,0.3912954212842874,0.2614469897866892,0.10664644859623316,0.11930671177061747,0.26651791764423444,0.338640142459548,0.2876004554633017,0.41973145527126354
T4-Shot1,0.44501890350598244,0.37284542569168877,0.3202078568171777,0.31213178600435587,0.4493589538988138,0.5553128989569868,0.09764020582269921,0.24352999081211005,0.2581442903737348,0.32326570413685324,0.3153038618465032,0.0,0.13296955547062855,0.2164642066045671,0.22490881412614833,0.28736043440453357,0.35269017932904906,0.1253927427755719,0.32287594949527015,0.28924527519300786,0.19834555149551825
T4-Shot2,0.3441101520745677,0.3449076093517729,0.3210047113209617,0.3283068822304391,0.41330934930512253,0.47576825325722033,0.1375656645167311,0.32361439476274056,0.3373900933078884,0.405752248371964,0.3035978102038416,0.13296955547062855,0.0,0.12629491182849134,0.1359603728539262,0.30149377108978054,0.3711178623851243,0.2030847857633939,0.3860805650629867,0.17084284899350233,0.15089198946576662
T4-Shot3,0.3950488568347392,0.39257738982513457,0.3753400623676175,0.3801661612799455,0.46159043644588876,0.44235800120185675,0.1901211911030588,0.3025309718985054,0.36475962588967853,0.4344814706358209,0.3912954212842874,0.2164642066045671,0.12629491182849134,0.0,0.23859339202005733,0.3704568411244813,0.41932596512051,0.2706562839630954,0.4682575260933573,0.2582041349408217,0.08015952007094146
T4-Shot4,0.33835010005233174,0.3043373669308036,0.28151514971447633,0.3206543024726233,0.3812460663365044,0.45723482966531864,0.2616491115476571,0.4330370902559621,0.44515109805788966,0.4841517571816644,0.2614469897866892,0.22490881412614833,0.1359603728539262,0.23859339202005733,0.0,0.255366873185245,0.2973662281077025,0.31499916105216175,0.5050947040222317,0.17688564982033583,0.2922697374275983
T4-Shot5,0.29204707408176084,0.2350321682951147,0.18852304700289368,0.17447338959323358,0.271131395375673,0.39889312800032894,0.3237123425747631,0.41104742651067777,0.33898285945687934,0.3905698083976619,0.10664644859623316,0.28736043440453357,0.30149377108978054,0.3704568411244813,0.255366873185245,0.0,0.10479418609334212,0.25763913933975835,0.38716976071279463,0.2674291426637775,0.3979660715606641
T5-Shot1,0.3186748620208013,0.2821992890823928,0.21528422340877318,0.1824282187720082,0.26143975669045016,0.3173118539052111,0.4144822332213758,0.49713821183193563,0.3785674110997266,0.45131505468558447,0.11930671177061747,0.35269017932904906,0.3711178623851243,0.41932596512051,0.2973662281077025,0.10479418609334212,0.0,0.3054050576615384,0.37264311990893006,0.322732217324017,0.4342844339361994
T5-Shot2,0.3964732111607023,0.3849440881836867,0.2914735722316821,0.2716813122262198,0.36198571633560606,0.4986980490926725,0.15796702025462983,0.24280089945273828,0.21957160110658056,0.2842395664583546,0.26651791764423444,0.1253927427755719,0.2030847857633939,0.2706562839630954,0.31499916105216175,0.25763913933975835,0.3054050576615384,0.0,0.33370152582696627,0.30798188412779237,0.2419219443604634
T5-Shot3,0.5820290965492024,0.5553276213465698,0.5939378170694417,0.4463053050786177,0.37482182898918703,0.6115703656354641,0.38590645522102957,0.20878508261645007,0.27719790883016465,0.1330612067264788,0.338640142459548,0.32287594949527015,0.3860805650629867,0.4682575260933573,0.5050947040222317,0.38716976071279463,0.37264311990893006,0.33370152582696627,0.0,0.5224689785050552,0.4293175161146373
T5-Shot4,0.24904823023946956,0.23076207730383047,0.23237420468243097,0.25922493146794506,0.36586659864038884,0.4006414261613294,0.29155002845930106,0.46029988483866763,0.45652681483362784,0.4946896828491563,0.2876004554633017,0.28924527519300786,0.17084284899350233,0.2582041349408217,0.17688564982033583,0.2674291426637775,0.322732217324017,0.30798188412779237,0.5224689785050552,0.0,0.30437000468025804
T5-Shot5,0.43135643298404813,0.3975458284203126,0.41218214619455246,0.39775568374008663,0.47702163498052,0.4853434523248263,0.1544913281567556,0.2222360720960085,0.2920723543493127,0.3463768398930822,0.41973145527126354,0.19834555149551825,0.15089198946576662,0.08015952007094146,0.2922697374275983,0.3979660715606641,0.4342844339361994,0.2419219443604634,0.4293175161146373,0.30437000468025804,0.0
