Tiro,SensorId,TimeStamp (s),FrameNumber,AccX (g),AccY (g),AccZ (g),GyroX (deg/s),GyroY (deg/s),GyroZ (deg/s),LinAccX (g),LinAccY (g),LinAccZ (g)
1,LPMSB2-4B3285,0.0,1,0.6106151342391968,-1.4742000102996826,0.18464310467243195,153.89218139648438,30.96433448791504,15.24316120147705,1.4373326895639993,-0.934274188815654,0.026471397754434633
1,LPMSB2-4B3322,0.0,1,-0.07532632350921631,-1.005313515663147,-0.12605810165405273,3.8064310550689697,9.606711387634277,3.164318323135376,-0.9565342702257524,-1.472178254895958,-0.05182976026441111
1,LPMSB2-4B339F,0.0,1,-0.33642578125,-0.8779296875,-0.34716796875,13.621015548706055,26.195308685302734,5.219921588897705,-0.9475363015150098,-0.5930171596680172,-1.0856593476010108
1,LPMSB2-4B3285,0.0049999999999954525,2,0.6445974111557007,-1.5924968719482422,0.11633958667516708,146.7537078857422,30.98130226135254,19.260276794433594,1.4756768675277332,-1.056968621064522,-0.033716285197499474
1,LPMSB2-4B3322,0.0049999999999954525,2,-0.06257427483797073,-1.0303014516830444,-0.12001506239175797,4.408322334289551,9.157135009765625,3.195280075073242,-0.9433843888338593,-1.4978961844580372,-0.04565807621520612
1,LPMSB2-4B339F,0.0049999999999954525,2,-0.33251953125,-0.878662109375,-0.342529296875,9.561014175415039,26.265310287475586,3.6799216270446777,-0.9439816031672432,-0.5948116882288979,-1.0811381622922358
1,LPMSB2-4B3285,0.009999999999990905,3,0.6741899251937866,-1.6990482807159424,0.07258161902427673,140.330810546875,30.435380935668945,22.308460235595703,1.5007802553973661,-1.1666273015728006,-0.10983654640179452
1,LPMSB2-4B3322,0.009999999999990905,3,-0.06236795708537102,-1.0036861896514893,-0.11979278922080994,5.658696174621582,8.009438514709473,4.018632888793945,-0.9421374135152689,-1.474050984603025,-0.05077970672883225
1,LPMSB2-4B339F,0.009999999999990905,3,-0.32958984375,-0.881591796875,-0.335205078125,5.396015644073486,26.440309524536133,2.4549217224121094,-0.9305003736866126,-0.5992832145247604,-1.0830076971156188
1,LPMSB2-4B3285,0.014999999999986358,4,0.6911014914512634,-1.7422338724136353,-0.002439680974930525,121.99247741699219,26.021026611328125,21.139753341674805,1.5213698067223032,-1.2133399871746935,-0.17829749702515585
1,LPMSB2-4B3322,0.014999999999986358,4,-0.06792693585157394,-1.0144113302230835,-0.11493322253227234,8.385445594787598,5.138195514678955,4.058468341827393,-0.9474506755662269,-1.48520820214868,-0.045733825812149576
1,LPMSB2-4B339F,0.014999999999986358,4,-0.327392578125,-0.88232421875,-0.32275390625,1.3010154962539673,26.72031021118164,1.1599218845367432,-0.9288587926066718,-0.6004668045462278,-1.070279802449086
1,LPMSB2-4B3285,0.01999999999998181,5,0.701587975025177,-1.7107869386672974,-0.05044848099350929,79.57778930664062,16.67325210571289,12.203100204467773,1.5342164690809579,-1.1841670416576324,-0.22191730386545316
1,LPMSB2-4B3322,0.01999999999998181,5,-0.07791493088006973,-1.0132356882095337,-0.11370375007390976,9.668377876281738,3.6806678771972656,4.633972644805908,-0.9572462029209632,-1.484357842500561,-0.04427221168982243
1,LPMSB2-4B339F,0.01999999999998181,5,-0.32666015625,-0.88427734375,-0.309814453125,-2.828984260559082,26.755311965942383,0.004921978339552879,-0.9287847997657437,-0.6025716275291657,-1.0568672529273044
1,LPMSB2-4B3285,0.024999999999977263,6,0.7089874744415283,-1.6514077186584473,0.10767113417387009,31.393537521362305,24.59006690979004,-1.2260092496871948,1.5419259630389064,-1.1244665546384267,-0.06128561846475833
1,LPMSB2-4B3322,0.024999999999977263,6,-0.07693598419427872,-1.013724684715271,-0.11322132498025894,10.245174407958984,2.3254878520965576,5.242367744445801,-0.9561236717654538,-1.4850721054571956,-0.04350087148964832
1,LPMSB2-4B339F,0.024999999999977263,6,-0.328857421875,-0.88330078125,-0.29296875,-6.71398401260376,27.210309982299805,-1.115078091621399,-0.9317449772476447,-0.6014690968826724,-1.0393584677651422
1,LPMSB2-4B3285,0.029999999999972715,7,0.6280207633972168,-1.5659500360488892,0.3825022578239441,26.604040145874023,68.36595153808594,-11.373369216918945,1.4596094961377375,-1.0356689427828218,0.2173885378608631
1,LPMSB2-4B3322,0.029999999999972715,7,-0.06598272174596786,-0.9876194000244141,-0.10987405478954315,9.693502426147461,1.2786473035812378,6.023767471313477,-0.9450614102481865,-1.4591147061580614,-0.039780717137119836
1,LPMSB2-4B339F,0.029999999999972715,7,-0.335205078125,-0.880615234375,-0.27294921875,-10.318984031677246,28.26030921936035,-2.3050780296325684,-0.9389579884727848,-0.598399193141864,-1.0184938902766465
1,LPMSB2-4B3285,0.03500000000002501,8,0.6686508417129516,-1.5948024034500121,0.3161424532532692,80.66665496826172,78.321630859375,-3.8604194641113283,1.5016680236805797,-1.0632570452464036,0.16551650973573828
1,LPMSB2-4B3322,0.03500000000002501,8,-0.06086744740605354,-0.9970104694366455,-0.1125398650765419,9.375824928283691,0.032114382833242416,5.829786777496338,-0.9398893064844174,-1.4685562807689045,-0.04207487080689276
1,LPMSB2-4B339F,0.03500000000002501,8,-0.343994140625,-0.87939453125,-0.2421875,-13.293984413146973,29.765310287475586,-3.320077896118164,-0.9487085476195087,-0.5965877923354572,-0.9867282712851448
1,LPMSB2-4B3285,0.040000000000020464,9,0.7092809200286865,-1.6236547708511353,0.2497826486825943,134.72926979064943,88.27731018066406,3.6525302886962887,1.543726551223422,-1.0908451477099856,0.11364448161061347
1,LPMSB2-4B3322,0.040000000000020464,9,-0.06594757735729218,-1.0159178972244263,-0.1108216717839241,11.150772094726562,-1.1808514595031738,6.2722392082214355,-0.9449578933205345,-1.4874258385038814,-0.0399602695720489
1,LPMSB2-4B339F,0.040000000000020464,9,-0.36279296875,-0.875244140625,-0.218017578125,-15.673983573913574,31.795310974121094,-4.370077610015869,-0.9685502869090357,-0.5916786571539463,-0.9614210910200089
1,LPMSB2-4B3285,0.045000000000015916,10,0.7499109983444214,-1.6525071382522583,0.18342284411191942,188.7918846130371,98.23298950195313,11.165480041503905,1.5857850787662642,-1.1184332501735674,0.061772453485488654
1,LPMSB2-4B3322,0.045000000000015916,10,-0.07818708568811417,-0.9917063117027283,-0.11323478817939758,12.086753845214844,-1.673595905303955,7.451539039611816,-0.9571944490021451,-1.4631460175510398,-0.041884384763449134
1,LPMSB2-4B339F,0.045000000000015916,10,-0.373046875,-0.870849609375,-0.201416015625,-17.493982315063477,34.4553108215332,-5.0350775718688965,-0.9799398872586913,-0.5864208390924235,-0.9435627406198197
1,LPMSB2-4B3285,0.05000000000001137,11,0.7905410766601563,-1.6813595056533814,0.11706303954124453,242.8544994354248,108.18866882324218,18.678429794311523,1.6278436063091064,-1.1460213526371494,0.00990042536036384
1,LPMSB2-4B3322,0.05000000000001137,11,-0.07379529625177383,-1.00425124168396,-0.11541280150413513,12.264358520507812,-1.9160767793655396,7.483545303344727,-0.9528092998136444,-1.4756038813589498,-0.04357124934572454
1,LPMSB2-4B339F,0.05000000000001137,11,-0.38818359375,-0.864990234375,-0.177734375,-19.383983612060547,38.165313720703125,-5.560077667236328,-0.9963360914924948,-0.5796121063435891,-0.9184842777465079
1,LPMSB2-4B3285,0.05500000000000682,12,0.8311711549758911,-1.7102118730545044,0.05070323497056961,296.9171142578125,118.14434814453125,26.19137954711914,1.6699021338519486,-1.1736094551007312,-0.041971602764760974
1,LPMSB2-4B3322,0.05500000000000682,12,-0.07674010843038559,-1.0114508867263794,-0.12000012397766113,12.616363525390625,-1.8109216690063477,7.417273998260498,-0.9557572055546117,-1.482724178889855,-0.047678363410947
1,LPMSB2-4B339F,0.05500000000000682,12,-0.40673828125,-0.8525390625,-0.14892578125,-20.67898178100586,42.40031051635742,-6.015077590942383,-1.0162649582193168,-0.5661708373508247,-0.8881625631443644
1,LPMSB2-4B3285,0.060000000000002274,13,1.0406957864761353,-1.7627066373825073,-0.05672558397054672,248.19085693359375,70.09574127197266,22.37148666381836,1.856156188919151,-1.1952297050372955,-0.1707173783849214
1,LPMSB2-4B3322,0.060000000000002274,13,-0.08513355255126953,-1.0117414593696594,-0.1175626739859581,12.733571529388428,-0.6304566264152527,7.15730619430542,-0.9638633039167992,-1.4834302580552103,-0.04446727261602579
1,LPMSB2-4B339F,0.060000000000002274,13,-0.422119140625,-0.83984375,-0.126953125,-21.238981246948242,46.635311126708984,-6.575078010559082,-1.0115266355908261,-0.5831257933227247,-0.8929136020661179
1,LPMSB2-4B3285,0.06499999999999773,14,1.1917176246643066,-1.9679969549179077,0.12969715893268585,162.82923889160156,46.00418472290039,20.25497055053711,2.0109449734636513,-1.4040486246141093,0.02563370967197187
1,LPMSB2-4B3322,0.06499999999999773,14,-0.09352699667215347,-1.0120320320129395,-0.11512522399425507,12.85077953338623,0.5500084161758423,6.897338390350342,-0.9719694022789866,-1.4841363372205656,-0.041256181821104576
1,LPMSB2-4B339F,0.06499999999999773,14,-0.432861328125,-0.8271484375,-0.10107421875,-21.76398277282715,52.02531051635742,-7.2750773429870605,-1.0238395608665822,-0.5693300816054752,-0.8654528691163836
1,LPMSB2-4B3285,0.06999999999999318,15,1.2010093927383423,-2.135972023010254,0.13265778124332428,145.87879943847656,57.773963928222656,25.974056243896484,2.02294966631829,-1.574415857862336,0.03742640373587136
1,LPMSB2-4B3322,0.06999999999999318,15,-0.09334053844213486,-0.9914049506187439,-0.11925505101680756,13.234959602355957,2.5949532985687256,6.929710388183594,-0.9716123345782215,-1.4637650845845656,-0.044992679098136534
1,LPMSB2-4B339F,0.06999999999999318,15,-0.44140625,-0.813720703125,-0.07958984375,-22.638980865478516,58.25531005859375,-7.835076808929443,-1.0340908217162594,-0.5548005365900952,-0.8422727428978849
1,LPMSB2-4B3285,0.07499999999998863,16,1.1140087842941284,-2.1577677726745605,0.12133575230836868,153.60928344726562,65.38587188720703,38.220184326171875,1.9386299996619414,-1.598720705919698,0.0349266391684111
1,LPMSB2-4B3322,0.07499999999998863,16,-0.09453149139881134,-0.9941201210021973,-0.11562026292085648,13.219498634338379,4.126360893249512,6.08327054977417,-0.972578204192434,-1.466849471773081,-0.04104856376786792
1,LPMSB2-4B339F,0.07499999999998863,16,-0.44580078125,-0.79931640625,-0.064208984375,-23.443981170654297,64.73030853271484,-7.9750776290893555,-1.040352311680281,-0.5393281160567458,-0.8250738840055352
1,LPMSB2-4B3285,0.07999999999998408,17,1.0115418434143066,-2.0897891521453857,0.12058991938829422,145.3460693359375,56.66304397583008,47.54649353027344,1.838916013177256,-1.5336859453210412,0.041842208856891716
1,LPMSB2-4B3322,0.07999999999998408,17,-0.09548241645097733,-0.9953794479370117,-0.11222904920578003,13.179667472839355,5.789939880371094,6.038367748260498,-0.9732371757899116,-1.4686047340032147,-0.037364415875700274
1,LPMSB2-4B339F,0.07999999999998408,17,-0.441650390625,-0.7822265625,-0.0537109375,-23.19898223876953,71.20530700683594,-7.9750776290893555,-1.0381926769154894,-0.5212758797160788,-0.8126854857905883
1,LPMSB2-4B3285,0.08499999999997954,18,0.9867832660675049,-1.990439772605896,0.1430496722459793,139.46046447753906,35.41068649291992,51.46132278442383,1.8174829573676021,-1.4383944519517584,0.0710459224186124
1,LPMSB2-4B3322,0.08499999999997954,18,-0.0889267772436142,-0.9777032136917114,-0.11225514113903046,13.216912269592285,6.723287582397461,6.33062744140625,-0.96634836757136,-1.4514966712800117,-0.037079583996280974
1,LPMSB2-4B339F,0.08499999999997954,18,-0.436767578125,-0.773193359375,-0.0478515625,-21.69398307800293,77.36531066894531,-7.55507755279541,-1.0353875111912423,-0.511480921298153,-0.8049253387099089
1,LPMSB2-4B3285,0.08999999999997499,19,1.0761827230453491,-1.898309588432312,0.2704453766345978,118.86473083496094,12.508365631103516,53.52610778808594,1.910428961558404,-1.3510080539500926,0.20340451466054077
1,LPMSB2-4B3322,0.08999999999997499,19,-0.08300360292196274,-0.9981119632720947,-0.10571756958961487,13.451851844787598,7.457428932189941,5.577802658081055,-0.9600687556403003,-1.4725271141549925,-0.03030373272817144
1,LPMSB2-4B339F,0.08999999999997499,19,-0.428466796875,-0.765625,-0.036865234375,-18.26398277282715,83.07030487060547,-7.065077781677246,-1.0291640204720762,-0.5034589562097969,-0.7921346065296735
1,LPMSB2-4B3285,0.09499999999997044,20,1.1157281398773193,-1.889938235282898,0.3224795162677765,89.57364654541016,5.50532341003418,54.71352005004883,1.9529421655028827,-1.3468351055034056,0.25835729125045503
1,LPMSB2-4B3322,0.09499999999997044,20,-0.08397138863801956,-0.9846205115318298,-0.10161095857620239,13.657608985900879,8.291855812072754,5.278328895568848,-0.9606485632586299,-1.4597197123121433,-0.025992695995491033
1,LPMSB2-4B339F,0.09499999999997044,20,-0.42236328125,-0.76416015625,-0.025390625,-13.958983421325684,88.5653076171875,-6.540077209472656,-1.0250951740931225,-0.5018963537323007,-0.7790031393479797
1,LPMSB2-4B3285,0.10000000000002274,21,1.1381490230560303,-1.8681570291519165,0.3852839767932892,56.14274215698242,8.653800964355469,56.68632507324219,1.977320486364107,-1.3280008480238124,0.32186082547647743
1,LPMSB2-4B3322,0.10000000000002274,21,-0.08469896018505096,-0.9708799123764038,-0.09798906743526459,13.756108283996582,8.815361976623535,4.834621906280518,-0.9609703237227905,-1.4467013143253986,-0.02220878292587969
1,LPMSB2-4B339F,0.10000000000002274,21,-0.418701171875,-0.764404296875,-0.01318359375,-9.408984184265137,94.30530548095703,-6.05007791519165,-1.023414889193731,-0.5024115834839478,-0.7653013530158432
1,LPMSB2-4B3285,0.10500000000001819,22,1.1363190412521362,-1.8465784788131714,0.4556969404220581,32.195068359375,13.084294319152832,59.44526290893555,1.9766834174107508,-1.3083917602719843,0.39133192396292316
1,LPMSB2-4B3322,0.10500000000001819,22,-0.08249323070049286,-0.9713838696479797,-0.09629897028207779,13.678544998168945,9.54587173461914,4.462693214416504,-0.9583318164145709,-1.4479812406484172,-0.020391885748225036
1,LPMSB2-4B339F,0.10500000000001819,22,-0.415771484375,-0.76220703125,-0.00146484375,-5.208983898162842,100.25530242919922,-5.5950775146484375,-1.0224267981656983,-0.5008345902068871,-0.7522338465181821
1,LPMSB2-4B3285,0.11000000000001364,23,1.1427068710327148,-1.819224238395691,0.5320287942886353,4.990330696105957,13.811833381652832,64.40074920654297,1.969971817895388,-1.2614538309926324,0.4647608065910589
1,LPMSB2-4B3322,0.11000000000001364,23,-0.08267632871866226,-0.9845401644706726,-0.0899963453412056,14.098719596862793,9.894798278808594,4.2613139152526855,-0.9571767192486504,-1.464006335940205,-0.01677341253395781
1,LPMSB2-4B339F,0.11000000000001364,23,-0.41162109375,-0.75439453125,0.005126953125,-2.4089841842651367,106.87030792236328,-5.630077838897705,-0.9875338051493223,-0.5371375574973669,-0.7829875822608585
1,LPMSB2-4B3285,0.1150000000000091,24,1.1445438861846924,-1.755707859992981,0.6188111305236816,-27.86846351623535,14.674522399902344,70.41289520263672,1.9714612735850032,-1.1981092538041551,0.5460681204639499
1,LPMSB2-4B3322,0.1150000000000091,24,-0.0845925360918045,-0.9805151224136353,-0.08394473791122437,13.923384666442871,10.4474515914917,4.44256067276001,-0.9586200626059131,-1.460824341448557,-0.010602430222656167
1,LPMSB2-4B339F,0.1150000000000091,24,-0.407958984375,-0.7412109375,0.01025390625,-0.9389842748641968,113.48530578613281,-6.120078086853027,-0.9859172312669306,-0.5248505028776727,-0.7766086882189871
1,LPMSB2-4B3285,0.12000000000000455,25,1.1599955558776855,-1.6519347429275513,0.7155792117118835,-67.97653198242188,14.421278953552246,73.8617935180664,1.9854769665880792,-1.0933530249172154,0.6345416649462976
1,LPMSB2-4B3322,0.12000000000000455,25,-0.08557788282632828,-0.9713281393051147,-0.08346536010503769,12.440295219421387,10.963570594787598,4.547418117523193,-0.9591094407308702,-1.4525166203329434,-0.00997756182553644
1,LPMSB2-4B339F,0.12000000000000455,25,-0.403564453125,-0.725830078125,0.013427734375,0.07601568847894669,120.27530670166016,-6.995077133178711,-0.9836078220613667,-0.5104735419925763,-0.7721752946554847
1,LPMSB2-4B3285,0.125,26,1.180442452430725,-1.52659273147583,0.7583293914794922,-107.74051666259766,14.860926628112793,76.13106536865234,2.003304095265806,-0.9658562750771491,0.6662767467054636
1,LPMSB2-4B3322,0.125,26,-0.07626370340585709,-0.9704568982124329,-0.07549794018268585,11.447514533996582,10.687026977539062,4.225583553314209,-0.9493127981035379,-1.4524995495899624,-0.0018758403576075722
1,LPMSB2-4B339F,0.125,26,-0.398681640625,-0.7080078125,0.015625,0.9510156512260437,127.38030242919922,-8.255077362060547,-0.9808406157647767,-0.4937371577216929,-0.768708409084212
1,LPMSB2-4B3285,0.12999999999999545,27,1.1986949443817139,-1.3834623098373413,0.7985231876373291,-141.0537109375,14.365735054016113,79.03203582763672,2.0178972478657418,-0.8197269767845885,0.6931191846010591
1,LPMSB2-4B3322,0.12999999999999545,27,-0.07039054483175278,-0.9806272387504578,-0.07429228723049164,11.405549049377441,10.137015342712402,3.660871744155884,-0.942984408324989,-1.4634796849836107,-0.0005792548603995584
1,LPMSB2-4B339F,0.12999999999999545,27,-0.394287109375,-0.69580078125,0.02001953125,2.281015634536743,133.96029663085938,-9.690077781677246,-0.9785501957901355,-0.4827065822886709,-0.7630690292114384
1,LPMSB2-4B3285,0.1349999999999909,28,1.2151216268539429,-1.2420531511306763,0.7699242830276489,-163.16448974609375,13.969465255737305,81.82781219482422,2.029867824420931,-0.6748598578619251,0.6495881055999391
1,LPMSB2-4B3322,0.1349999999999909,28,-0.06548269093036652,-0.9876841306686401,-0.07090871036052704,11.18701457977295,8.652288436889648,2.9422826766967773,-0.937688929243258,-1.4712296025356633,0.0028476220873070446
1,LPMSB2-4B339F,0.1349999999999909,28,-0.37939453125,-0.6865234375,0.02880859375,3.611015796661377,139.7703094482422,-11.580078125,-0.9657106945745308,-0.4746581355185624,-0.7530779919413266
1,LPMSB2-4B3285,0.13999999999998636,29,1.2075634002685547,-1.0953541994094849,0.8513383269309998,-177.07122802734375,13.890456199645996,81.58232116699219,2.0171954739488545,-0.5244197129073918,0.7152130996919013
1,LPMSB2-4B3322,0.13999999999998636,29,-0.06786514073610306,-0.9981789588928223,-0.06484559178352356,11.005874633789062,7.339484691619873,2.4002840518951416,-0.9397430208405773,-1.48231496195136,0.00891940985044215
1,LPMSB2-4B339F,0.13999999999998636,29,-0.366943359375,-0.68359375,0.03076171875,5.536015510559082,144.9853057861328,-14.17007827758789,-0.9551859340770061,-0.47298781445092253,-0.7500172711438484
1,LPMSB2-4B3285,0.1449999999999818,30,1.1617381572723389,-0.8949062824249268,0.9942030310630798,-195.87925720214844,20.453102111816406,74.19659423828125,1.9650529594719295,-0.31922769258158823,0.8416262318610706
1,LPMSB2-4B3322,0.1449999999999818,30,-0.06939226388931274,-0.9910479187965393,-0.07307660579681396,10.863110542297363,6.198053359985352,2.10440993309021,-0.9409917743668004,-1.4756860815821895,0.000681591235533574
1,LPMSB2-4B339F,0.1449999999999818,30,-0.353759765625,-0.686279296875,0.030029296875,7.881014823913574,149.78030395507812,-16.480077743530273,-0.943787119131068,-0.47699503104326446,-0.7497577288967125
1,LPMSB2-4B3285,0.14999999999997726,31,1.1350666284561157,-0.7980011701583862,1.0163776874542236,-217.53994750976562,33.283321380615234,65.87489318847656,1.930448073452105,-0.21613166285347063,0.8466821978202788
1,LPMSB2-4B3322,0.14999999999997726,31,-0.07307618111371994,-0.9820701479911804,-0.0752539187669754,10.46960735321045,5.0927414894104,1.564483880996704,-0.9444480919697682,-1.467123580508499,-0.0015355483374435153
1,LPMSB2-4B339F,0.14999999999997726,31,-0.3408203125,-0.695068359375,0.03369140625,10.681015014648438,155.34530639648438,-18.40507698059082,-0.9325005768626404,-0.48722405643344047,-0.7452278631812295
1,LPMSB2-4B3285,0.15499999999997272,32,1.0835753679275513,-0.6577389240264893,1.0049891471862793,-241.48910522460938,52.55044174194336,55.5625114440918,1.8689705986352418,-0.06778518407665146,0.817615063621723
1,LPMSB2-4B3322,0.15499999999997272,32,-0.0774620994925499,-0.9832875728607178,-0.07524416595697403,9.538695335388184,4.579042911529541,0.5788009762763977,-0.9486363008400716,-1.4687123792075205,-0.0016338450707298335
1,LPMSB2-4B339F,0.15499999999997272,32,-0.323486328125,-0.698974609375,0.032470703125,13.306015014648438,161.6802978515625,-20.085079193115234,-0.9167190255287938,-0.492703689065463,-0.7456855385744934
1,LPMSB2-4B3285,0.160000000000025,33,1.0293782949447632,-0.5952301025390625,1.0200127363204956,-241.0031280517578,58.06370162963867,49.483497619628906,1.7883370090120234,0.05217298803024262,0.950362451600169
1,LPMSB2-4B3322,0.160000000000025,33,-0.08742136508226395,-0.9951993227005005,-0.07255308330059052,9.209251403808594,4.273523330688477,-0.2965681850910187,-0.9572572869284102,-1.4833006447281765,-0.0008402734110521948
1,LPMSB2-4B339F,0.160000000000025,33,-0.30570845170454547,-0.70263671875,0.028719815340909092,12.682378725572066,166.37984397194603,-22.729170018976383,-0.8877919267428118,-0.4935875317604719,-0.7559652907822589
1,LPMSB2-4B3285,0.16500000000002046,34,0.9872583746910095,-0.5552226305007935,1.0554478168487549,-231.47369384765625,57.46702194213867,45.80770492553711,1.736900088489314,0.10098278504145863,0.969239969662139
1,LPMSB2-4B3322,0.16500000000002046,34,-0.08737506717443466,-1.003982424736023,-0.06746423244476318,8.77296257019043,4.383579730987549,-1.166250467300415,-0.9570346081573007,-1.4924335775146602,0.004004372615185048
1,LPMSB2-4B339F,0.16500000000002046,34,-0.28793057528409094,-0.706298828125,0.024968927556818184,12.058742436495695,171.07939009232953,-25.373260844837535,-0.8588648279568297,-0.49447137445548073,-0.7662450429900246
1,LPMSB2-4B3285,0.17000000000001592,35,0.9638693332672119,-0.509292721748352,1.065910816192627,-211.62188720703125,51.19178771972656,45.896156311035156,1.7047998141580116,0.15457098748981934,0.9643873203361348
1,LPMSB2-4B3322,0.17000000000001592,35,-0.08374012261629105,-0.9925928115844727,-0.06820593774318695,7.570869445800781,5.1779608726501465,-1.125422716140747,-0.9531894442814348,-1.4814515994359923,0.0030337356675644855
1,LPMSB2-4B339F,0.17000000000001592,35,-0.27015269886363635,-0.7099609375,0.021218039772727272,11.435106147419322,175.77893621271306,-28.017351670698687,-0.8299377291708477,-0.4953552171504896,-0.7765247951977902
1,LPMSB2-4B3285,0.17500000000001137,36,0.9535641670227051,-0.4623916745185852,1.0722192525863647,-181.32936096191406,41.350101470947266,50.32346725463867,1.687073290228252,0.20744582573727577,0.9569694207123902
1,LPMSB2-4B3322,0.17500000000001137,36,-0.09593795239925385,-0.971847414970398,-0.06505000591278076,6.399768829345703,5.940245151519775,-1.3978440761566162,-0.9651468500547082,-1.4611686878959063,0.005948826592629075
1,LPMSB2-4B339F,0.17500000000001137,36,-0.2523748224431818,-0.713623046875,0.017467151988636364,10.811469858342951,180.4784823330966,-30.661442496559836,-0.8010106303848656,-0.49623905984549843,-0.7868045474055557
1,LPMSB2-4B3285,0.18000000000000682,37,0.9488829970359802,-0.4314408302307129,1.047577142715454,-144.04017639160156,27.48936653137207,59.29796600341797,1.676868489477715,0.24223148663767669,0.9202876681637715
1,LPMSB2-4B3322,0.18000000000000682,37,-0.101042740046978,-0.9793645143508911,-0.06455017626285553,6.177547931671143,6.880034446716309,-1.9759597778320312,-0.9699758049834593,-1.4692176612141328,0.006155672015450975
1,LPMSB2-4B339F,0.18000000000000682,37,-0.2345969460227273,-0.71728515625,0.013716264204545456,10.18783356926658,185.17802845348012,-33.305533322420985,-0.7720835315988837,-0.4971229025405073,-0.7970842996133214
1,LPMSB2-4B3285,0.18500000000000227,38,0.9333060383796692,-0.4272679090499878,1.00980544090271,-105.79334259033203,8.809967994689941,72.03621673583984,1.6580718770404799,0.24778630076248032,0.8719060216057954
1,LPMSB2-4B3322,0.18500000000000227,38,-0.09295019507408142,-0.99826979637146,-0.0614064484834671,6.80433464050293,7.889873504638672,-2.4446301460266113,-0.9615680394034669,-1.4887316380679394,0.008952301635233084
1,LPMSB2-4B339F,0.18500000000000227,38,-0.21681906960227273,-0.720947265625,0.009965376420454544,9.564197280190207,189.87757457386363,-35.94962414828214,-0.7431564328129017,-0.49800674523551614,-0.807364051821087
1,LPMSB2-4B3285,0.18999999999999773,39,0.9053954482078552,-0.43816640973091125,0.9469916224479675,-73.03350067138672,-12.322608947753906,83.41879272460938,1.6291974767571968,0.23591256043031894,0.7995861542520615
1,LPMSB2-4B3322,0.18999999999999773,39,-0.09854196757078171,-1.0050652027130127,-0.06066412851214409,6.830575942993164,9.175498962402344,-2.8773117065429688,-0.966792827780143,-1.496232513897695,0.0093030166718151
1,LPMSB2-4B339F,0.18999999999999773,39,-0.19904119318181818,-0.724609375,0.006214488636363636,8.940560991113836,194.57712069424716,-38.59371497414329,-0.7142293340269197,-0.498890587930525,-0.8176438040288525
1,LPMSB2-4B3285,0.19499999999999318,40,0.8913708329200745,-0.43068966269493103,0.9335787892341614,-52.806095123291016,-30.840354919433594,88.71385192871094,1.6158197637716079,0.24070361302572785,0.7773586198601095
1,LPMSB2-4B3322,0.19499999999999318,40,-0.10388398170471191,-0.9964345693588257,-0.05557703971862793,5.627645969390869,10.59326457977295,-2.7924156188964844,-0.9717062839366761,-1.4884119250655843,0.014014178123986198
1,LPMSB2-4B339F,0.19499999999999318,40,-0.18126331676136365,-0.728271484375,0.002463600852272728,8.316924702037465,199.2766668146307,-41.23780580000444,-0.6853022352409376,-0.49977443062553384,-0.8279235562366182
1,LPMSB2-4B3285,0.19999999999998863,41,0.8560701012611389,-0.3673723042011261,0.8552500009536743,-51.16047668457031,-40.34622573852539,89.16736602783203,1.5816086324241407,0.30071148635730705,0.6901491115074858
1,LPMSB2-4B3322,0.19999999999998863,41,-0.0946265459060669,-0.9915825128555298,-0.05535724759101868,3.6120808124542236,11.905845642089844,-2.747776985168457,-0.9619632789237649,-1.4844648596171695,0.013881780491082907
1,LPMSB2-4B339F,0.19999999999998863,41,-0.16348544034090912,-0.73193359375,-0.0012872869318181837,7.693288412961094,203.9762129350142,-43.881896625865586,-0.6563751364549555,-0.5006582733205427,-0.8382033084443837
1,LPMSB2-4B3285,0.20499999999998408,42,0.8178147673606873,-0.28576627373695374,0.8127689361572266,-66.01201629638672,-45.40381622314453,85.5553970336914,1.5439955555791585,0.3791449673239633,0.6379705871502708
