File,SensorId,Sensor_Location,Feature,Tiro_A,Tiro_B,DTW_Distance
data_P2_tanda_4.csv,LPMSB2-4B3285,Mano de Suelta,AccZ (g)_sg,1,5,0.1450248360633846
data_P2_tanda_4.csv,LPMSB2-4B3285,Mano de Suelta,AccZ (g)_sg,2,3,0.049813508987426564
data_P2_tanda_4.csv,LPMSB2-4B3285,Mano de Suelta,AccZ (g)_sg,2,4,0.16155910491943368
data_P2_tanda_4.csv,LPMSB2-4B3285,Mano de Suelta,AccZ (g)_sg,2,5,0.504177808761597
data_P2_tanda_4.csv,LPMSB2-4B3285,Mano de Suelta,AccZ (g)_sg,3,4,0.21137261390686052
data_P2_tanda_4.csv,LPMSB2-4B3285,Mano de Suelta,AccZ (g)_sg,3,5,0.5539913177490237
data_P2_tanda_4.csv,LPMSB2-4B3285,Mano de Suelta,AccZ (g)_sg,4,5,0.3426187038421627
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,1,2,0.0175868570804596
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,1,3,0.006177157163619995
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,1,4,0.04634183645248406
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,1,5,0.06494244933128321
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,2,3,0.011409699916839605
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,2,4,0.028754979372023964
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,2,5,0.08252930641174328
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,3,4,0.040164679288863664
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,3,5,0.07111960649490355
data_P2_tanda_4.csv,LPMSB2-4B3322,Mano de Arco,AccZ (g)_sg,4,5,0.1112842857837673
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,1,2,0.06642347221121156
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,1,3,0.07015192739110167
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,1,4,0.035684761125553514
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,1,5,0.06472725541439504
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,2,3,0.047332016330159196
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,2,4,0.04682853699331354
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,2,5,0.03942997789022821
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,3,4,0.04318149505547525
data_P2_tanda_4.csv,LPMSB2-4B339F,Brazo,AccZ (g)_sg,3,5,0.04665295233006663
