,T1-Shot1,T1-Shot2,T1-Shot3,T1-Shot4,T1-Shot5,T2-Shot1,T2-Shot2,T2-Shot3,T3-Shot1,T3-Shot2,T3-Shot3,T3-Shot4,T3-Shot5,T4-Shot1,T4-Shot2,T4-Shot3,T4-Shot4,T4-Shot5,T5-Shot1,T5-Shot2,T5-Shot3,T5-Shot4,T5-Shot5
T3-Shot3,0.6010544670605329,0.2643939838108595,0.3207025450673798,0.27626870982714347,0.32261210640881716,0.39778177524736286,0.2868503794472832,0.2717204195517683,0.20922215712255032,0.1454001918568677,0.0,0.17120351939022183,0.16682280766774654,0.1476333210481942,0.18842809783616954,0.1972641912986247,0.2002066554424337,0.13052404815411736,0.1989676920924517,0.1850309427357961,0.1525136359396098,0.22020219525965734,0.11133505077851288
T3-Shot4,0.6014879417722464,0.3280771513785564,0.28371003706572956,0.34303208722147827,0.28687938730179274,0.4239054840752696,0.2619744845162597,0.3272759494408745,0.2525723065460032,0.13118037309751643,0.17120351939022183,0.0,0.023082218345276226,0.2696838908259855,0.09338501302474275,0.07202397976856041,0.059293820473795784,0.061078447991845634,0.315781774484239,0.039976403234857544,0.07489113405694678,0.17204572720647995,0.08048209102285424
T3-Shot5,0.5977906553533521,0.305488052446319,0.2742833616996402,0.3176330776975336,0.29339298260225893,0.4117856240011499,0.2538370658616393,0.3207509579992231,0.22835723630841193,0.14376121578437628,0.16682280766774654,0.023082218345276226,0.0,0.2648431679548116,0.09228184218944828,0.07745201067479458,0.07623940722639753,0.06483807177173079,0.31557441462463554,0.056957559435132726,0.08992078534326027,0.17098595617641943,0.08246570601466666
T4-Shot1,0.6962869341151108,0.33470880462756547,0.348075297574468,0.31996930843118343,0.3476818740248237,0.43956250535172103,0.3213434889050374,0.35627464793150243,0.32521762178863084,0.25945703467873815,0.1476333210481942,0.2696838908259855,0.2648431679548116,0.0,0.25028237716775925,0.2612915536685135,0.2635042542752196,0.21333908777545535,0.16325108270485222,0.27610108638415654,0.22838333434464164,0.10735602638350866,0.20606837581952428
T4-Shot2,0.5665389974740358,0.2710269912761466,0.24848524371202338,0.2478242472652888,0.19055321398072944,0.3615206820305919,0.20055798302754543,0.23876209090690853,0.20948843815513749,0.1662569875348759,0.18842809783616954,0.09338501302474275,0.09228184218944828,0.25028237716775925,0.0,0.03460924362668994,0.04936866831461503,0.06104404591752455,0.3055727867525472,0.06639762251998754,0.030640633396343327,0.1599463399467304,0.11444179459505671
T4-Shot3,0.5792852611213402,0.2945547060449145,0.24286712165543353,0.25214967080207507,0.21941239846757302,0.35825506779760713,0.2142679586951647,0.2675895924070345,0.24123725014790814,0.17207442972357692,0.1972641912986247,0.07202397976856041,0.07745201067479458,0.2612915536685135,0.03460924362668994,0.0,0.021566933642014254,0.0726796323013704,0.3280101049751313,0.046264436524905535,0.04757309591495682,0.17408165082581617,0.11452715936348201
T4-Shot4,0.5254669682286439,0.2860859265294373,0.23090992643325917,0.2671657718812357,0.21879343779325866,0.3748946110782192,0.2172564355909291,0.2805770628074837,0.27694979177501,0.17764034464415857,0.2002066554424337,0.059293820473795784,0.07623940722639753,0.2635042542752196,0.04936866831461503,0.021566933642014254,0.0,0.0783963192992123,0.3292104451828028,0.04321479352552097,0.05590515086733151,0.17560409400618812,0.11062562226082734
T4-Shot5,0.5617491173317088,0.2489366584696061,0.2601008603601092,0.2505302293793692,0.23764694887931517,0.36620535375312324,0.2029808485214191,0.27045679556420865,0.23494594003855415,0.10464466341830601,0.13052404815411736,0.061078447991845634,0.06483807177173079,0.21333908777545535,0.06104404591752455,0.0726796323013704,0.0783963192992123,0.0,0.2769141310231848,0.06643318643232539,0.038765293872734974,0.13192170266007855,0.059972479634700954
T5-Shot1,0.5904125792064829,0.34522376449749553,0.32095144506945705,0.2826524531970241,0.32562406529392235,0.37869231544235477,0.29200558478120653,0.3234253235825116,0.2702398097582109,0.28136368750292184,0.1989676920924517,0.315781774484239,0.31557441462463554,0.16325108270485222,0.3055727867525472,0.3280101049751313,0.3292104451828028,0.2769141310231848,0.0,0.3228510140330997,0.29577485304548645,0.20535578295508655,0.28319890842045725
T5-Shot2,0.5921377460149665,0.3008835070246123,0.2595446025318561,0.28533132429989133,0.26508893364325253,0.3889771732551627,0.2426816068730976,0.29591009127041873,0.2823918398822119,0.15344130340977163,0.1850309427357961,0.039976403234857544,0.056957559435132726,0.27610108638415654,0.06639762251998754,0.046264436524905535,0.04321479352552097,0.06643318643232539,0.3228510140330997,0.0,0.05254279856757841,0.17881107344429134,0.0952783178851324
T5-Shot3,0.5438347474200624,0.27089340181727023,0.24167779434430012,0.24450101126392643,0.2023295970794279,0.3408570312823731,0.18078395479789364,0.24798371808707614,0.24002444614551832,0.1331554127059184,0.1525136359396098,0.07489113405694678,0.08992078534326027,0.22838333434464164,0.030640633396343327,0.04757309591495682,0.05590515086733151,0.038765293872734974,0.29577485304548645,0.05254279856757841,0.0,0.14334108511896929,0.08898263991058081
T5-Shot4,0.6806841681033444,0.3409245001753849,0.36029497116251874,0.34923517973535323,0.31519615832022113,0.4389230359279975,0.2949389763099111,0.36827006711257826,0.3275652925057336,0.19794361956277579,0.22020219525965734,0.17204572720647995,0.17098595617641943,0.10735602638350866,0.1599463399467304,0.17408165082581617,0.17560409400618812,0.13192170266007855,0.20535578295508655,0.17881107344429134,0.14334108511896929,0.0,0.13895307977618918
T5-Shot5,0.4652368579693702,0.22642662231812904,0.20362701510875578,0.21703535743571103,0.20205044080365406,0.32885479244646887,0.19068728508320495,0.2521917945292192,0.2624433814793055,0.07496496922831562,0.11133505077851288,0.08048209102285424,0.08246570601466666,0.20606837581952428,0.11444179459505671,0.11452715936348201,0.11062562226082734,0.059972479634700954,0.28319890842045725,0.0952783178851324,0.08898263991058081,0.13895307977618918,0.0
