,T1-Shot1,T1-Shot2,T1-Shot3,T2-Shot1,T2-Shot2,T2-Shot3,T2-Shot4,T2-Shot5,T3-Shot1,T3-Shot2,T3-Shot3,T3-Shot4,T3-Shot5,T4-Shot1,T4-Shot2,T4-Shot3,T4-Shot4,T4-Shot5,T5-Shot1,T5-Shot2,T5-Shot3,T5-Shot4,T5-Shot5
T3-Shot3,0.33605063567367044,0.36036959611568453,0.3788813007989438,0.2707465599832504,0.24854595965679588,0.20602959025741138,0.2680764902244727,0.2212182410843092,0.18876480995442796,0.2886610527459012,0.0,0.3210012030878392,0.20392016212026265,0.3110992240699881,0.23187354988956482,0.2861591841840724,0.31031710694524994,0.45983472405792447,0.22856485785893707,0.22842004181349937,0.29366657229709375,0.4190530828054329,0.3950417577914817
T3-Shot4,0.4011432784262517,0.262651131904783,0.3079231663515612,0.41750642146967487,0.2830759931698513,0.2628968693389918,0.2095916766982785,0.2134731407750853,0.27372587070006715,0.14423458124363966,0.3210012030878392,0.0,0.24214343688413173,0.31969074944561954,0.3048477650673839,0.2835756251917043,0.18982625041382303,0.2619558938540948,0.2493429284277406,0.23396239858031428,0.25146024658819055,0.30328873452122107,0.31827990181293314
T3-Shot5,0.26509119905573564,0.2871280984564766,0.32745391367716453,0.359316997839039,0.25054835396884667,0.19914579071911087,0.2599234860572458,0.17882843464340176,0.2075329337403349,0.25301691593163095,0.20392016212026265,0.24214343688413173,0.0,0.2966544713175552,0.16312777807880172,0.21953667502847785,0.2355562931910003,0.3350425607405718,0.2411368239891256,0.20932764288476985,0.24593285317808652,0.3151281502056406,0.31294931363651346
T4-Shot1,0.40486613215584866,0.43804939445927804,0.49896908325064093,0.42591246045144693,0.2882982810561021,0.31283937428016745,0.2464450925179242,0.30689261604713164,0.3421541153136717,0.3186711788255239,0.3110992240699881,0.31969074944561954,0.2966544713175552,0.0,0.1990256577745428,0.15905431110666324,0.2570588473323899,0.24675892866663343,0.25830351189038503,0.253318266367,0.24627716530594798,0.4268640053843072,0.4210000304236286
T4-Shot2,0.28641917174948506,0.34082595453058645,0.3619775356222773,0.361955508481771,0.25342380149302923,0.22142833425854244,0.2509244643593518,0.24043941000019828,0.2952574605656251,0.32162207549973554,0.23187354988956482,0.3048477650673839,0.16312777807880172,0.1990256577745428,0.0,0.1336391217673369,0.22098371354599325,0.3320179121989605,0.18233723452270179,0.1390022144139471,0.17043729310755149,0.31261770669582983,0.30752384896455753
T4-Shot3,0.31922518986540527,0.36127617339559215,0.4048700074472046,0.39069111097214976,0.2956974431016479,0.2722599625026096,0.23669040419505016,0.28265354256834496,0.3279930409875933,0.2772296629499724,0.2861591841840724,0.2835756251917043,0.21953667502847785,0.15905431110666324,0.1336391217673369,0.0,0.1982766672046118,0.2436446477051759,0.1788445368123135,0.16856997910625773,0.16991787125948415,0.35411202814088316,0.35543823336735025
T4-Shot4,0.31656465783765014,0.31423013592020743,0.3342883650302057,0.407707490168788,0.3171746794652851,0.28916527897138955,0.26466096752426904,0.2602763362072507,0.32189563566185825,0.16430183835721282,0.31031710694524994,0.18982625041382303,0.2355562931910003,0.2570588473323899,0.22098371354599325,0.1982766672046118,0.0,0.17071114001995613,0.16507898195518828,0.1169415331571069,0.1309213991115095,0.26329055644005206,0.26620946699995973
T4-Shot5,0.43504435004103514,0.386443845999372,0.43084437628933486,0.5509948613283088,0.4063867505536761,0.42588654374273227,0.27018539893195126,0.3408305367538451,0.4458870538209452,0.25940910761340613,0.45983472405792447,0.2619558938540948,0.3350425607405718,0.24675892866663343,0.3320179121989605,0.2436446477051759,0.17071114001995613,0.0,0.23863136938637838,0.24099390123091377,0.2172135083313863,0.3020416779314745,0.34701972528967284
T5-Shot1,0.33880160276728205,0.2937091549200444,0.36364125752163295,0.3538564153009666,0.2878859158996285,0.26044881381676493,0.20001464951695058,0.228506637869028,0.30894211724920456,0.21172706395449603,0.22856485785893707,0.2493429284277406,0.2411368239891256,0.25830351189038503,0.18233723452270179,0.1788445368123135,0.16507898195518828,0.23863136938637838,0.0,0.13530910329819276,0.14556864287960283,0.2376032523682647,0.248208116054086
T5-Shot2,0.27307153538102613,0.26607566254035875,0.33072384028226864,0.35622222146731597,0.27763991291451134,0.2703101102219579,0.22197398001675148,0.2621285567306837,0.3139241627590188,0.20963692820378627,0.22842004181349937,0.23396239858031428,0.20932764288476985,0.253318266367,0.1390022144139471,0.16856997910625773,0.1169415331571069,0.24099390123091377,0.13530910329819276,0.0,0.10385350306815232,0.24092801763016444,0.24348685201133868
T5-Shot3,0.2846328349643989,0.23697135475931408,0.30961826366050127,0.39843538448507315,0.2928436845139733,0.2903729173317295,0.20327234767468738,0.2711764201002813,0.34010288828991736,0.25043485777457963,0.29366657229709375,0.25146024658819055,0.24593285317808652,0.24627716530594798,0.17043729310755149,0.16991787125948415,0.1309213991115095,0.2172135083313863,0.14556864287960283,0.10385350306815232,0.0,0.22691312826498372,0.21854119473779632
T5-Shot4,0.27790675831362616,0.169601460396661,0.19824235435839072,0.5494823768506403,0.4352931163145634,0.3957135764713293,0.31787520915202416,0.2912069011275673,0.4059804679022918,0.3137666069160989,0.4190530828054329,0.30328873452122107,0.3151281502056406,0.4268640053843072,0.31261770669582983,0.35411202814088316,0.26329055644005206,0.3020416779314745,0.2376032523682647,0.24092801763016444,0.22691312826498372,0.0,0.13852597804106548
T5-Shot5,0.28975074694788094,0.16255000272592496,0.2010568296213053,0.5053260992852953,0.4082332111772718,0.3968978705564119,0.34489740824491427,0.3253086863282373,0.4049243624055048,0.3708071966296169,0.3950417577914817,0.31827990181293314,0.31294931363651346,0.4210000304236286,0.30752384896455753,0.35543823336735025,0.26620946699995973,0.34701972528967284,0.248208116054086,0.24348685201133868,0.21854119473779632,0.13852597804106548,0.0
